Wall time,Step,Value
1772549480.018361,1548,0.4443618059158325
1772549480.0594087,1549,0.500619649887085
1772549480.9222646,1570,0.3945549428462982
1772549481.6642704,1588,0.42907318472862244
1772549481.7874813,1591,0.21616333723068237
1772549482.075169,1598,0.41538262367248535
1772549482.1161299,1599,0.40335536003112793
1772549482.4490778,1607,0.40399524569511414
1772549482.6134503,1611,0.4070691168308258
1772549483.3529623,1629,0.5196918249130249
1772549483.517361,1633,0.3039056360721588
1772549483.8870072,1642,0.34440886974334717
1772549484.3793848,1654,0.42018306255340576
1772549484.9976695,1669,0.3226713240146637
1772549485.0799463,1671,0.41095244884490967
1772549485.2033617,1674,0.48735466599464417
1772549486.193637,1698,0.4303765594959259
1772549487.1811717,1722,0.3836018443107605
1772549487.3046954,1725,0.49213114380836487
1772549487.4281511,1728,0.27258816361427307
1772549488.620036,1757,0.4412829577922821
1772549489.977834,1790,0.45610854029655457
1772549490.1013432,1793,0.4740825593471527
1772549490.6353636,1806,0.4707125723361969
1772549491.1695375,1819,0.38986849784851074
1772549491.4570491,1826,0.2973581850528717
1772549493.9232194,1886,0.5058175921440125
1772549494.0055468,1888,0.3918059170246124
1772549494.4163406,1898,0.29318177700042725
1772549494.4984384,1900,0.43804293870925903
1772549494.8283834,1908,0.4365231394767761
1772549495.5702553,1926,0.3432380259037018
1772549495.611426,1927,0.263576477766037
1772549496.0638163,1938,0.4717489182949066
1772549497.050948,1962,0.3203294277191162
1772549497.3386183,1969,0.4300955832004547
1772549497.4207711,1971,0.3342213034629822
1772549499.068551,2011,0.441416472196579
1772549499.2331061,2015,0.38450950384140015
1772549500.4262831,2044,0.5640681982040405
1772549500.7552042,2052,0.5110370516777039
1772549500.9606268,2057,0.34427905082702637
1772549501.3299787,2066,0.47607603669166565
1772549502.2351186,2088,0.31057578325271606
1772549502.3997211,2092,0.43689432740211487
1772549503.097862,2109,0.5125507116317749
1772549503.6730847,2123,0.42308083176612854
1772549504.4538925,2142,0.36931586265563965
1772549504.5361264,2144,0.32901105284690857
1772549504.8651667,2152,0.40390297770500183
1772549505.1541753,2159,0.47441062331199646
1772549506.1016073,2182,0.3539157509803772
1772549506.1428297,2183,0.34658896923065186
1772549506.2249799,2185,0.3694562613964081
1772549506.2660613,2186,0.35778382420539856
1772549506.512885,2192,0.3410300016403198
1772549507.3767495,2213,0.2430325299501419
1772549507.6233535,2219,0.35250115394592285
1772549508.1164994,2231,0.39818859100341797
1772549508.4455457,2239,0.39389434456825256
1772549510.0477479,2278,0.35219380259513855
1772549510.294194,2284,0.3503851294517517
1772549510.3763447,2286,0.28312432765960693
1772549511.5289812,2314,0.3095858097076416
1772549511.5701625,2315,0.3662625253200531
1772549511.7352543,2319,0.4714752435684204
1772549511.8998303,2323,0.3968225121498108
1772549512.6401856,2341,0.3470688760280609
1772549512.7635791,2344,0.4217929542064667
1772549513.2983792,2357,0.34355831146240234
1772549513.7916431,2369,0.28935858607292175
1772549514.1204696,2377,0.6041775345802307
1772549514.531317,2387,0.3062915503978729
1772549514.8603296,2395,0.4172348082065582
1772549514.9426033,2397,0.33267906308174133
1772549515.3594418,2407,0.4172053635120392
1772549516.0996237,2425,0.4292411804199219
1772549516.551381,2436,0.3896760940551758
1772549516.6749697,2439,0.37180960178375244
1772549516.716383,2440,0.43888431787490845
1772549517.2928753,2454,0.3328174650669098
1772549517.9915538,2471,0.3880520761013031
1772549518.1558583,2475,0.354529470205307
1772549518.484586,2483,0.34375596046447754
1772549518.566806,2485,0.41592010855674744
1772549519.0190141,2496,0.2659643888473511
1772549519.0601678,2497,0.28170278668403625
1772549520.3341146,2528,0.3103107213973999
1772549522.968724,2592,0.3629533052444458
1772549523.0508525,2594,0.3519318699836731
1772549523.3385792,2601,0.35151535272598267
1772549523.7493963,2611,0.46909600496292114
1772549524.6141074,2632,0.363699346780777
1772549524.9422734,2640,0.336008757352829
1772549527.0822825,2692,0.41163429617881775
1772549527.2057068,2695,0.2728829085826874
1772549529.342063,2747,0.4595343768596649
1772549529.5885592,2753,0.4740811586380005
1772549530.3282015,2771,0.4601472020149231
1772549530.6980474,2780,0.4328414499759674
1772549530.9854352,2787,0.3926565945148468
1772549531.5251424,2800,0.25880467891693115
1772549532.1840708,2816,0.4183170795440674
1772549532.3484817,2820,0.5337661504745483
1772549532.4718907,2823,0.34046900272369385
1772549533.5807037,2850,0.3330305218696594
1772549534.0325255,2861,0.42080044746398926
1772549534.279015,2867,0.3541014492511749
1772549534.52555,2873,0.3495882749557495
1772549534.8132353,2880,0.2761196792125702
1772549535.0185988,2885,0.296471506357193
1772549535.2651756,2891,0.44943001866340637
1772549535.596305,2899,0.410441130399704
1772549535.6787066,2901,0.4059675335884094
1772549535.8432431,2905,0.3025367558002472
1772549536.0900147,2911,0.34598174691200256
1772549536.4599907,2920,0.31520384550094604
1772549536.9541554,2932,0.35916221141815186
1772549537.4063118,2943,0.3976892828941345
1772549537.858295,2954,0.2940741777420044
1772549537.8993375,2955,0.3645295202732086
1772549538.0225618,2958,0.3452771008014679
1772549538.2714472,2964,0.3608410954475403
1772549539.2991157,2989,0.3120059072971344
1772549539.463378,2993,0.29789891839027405
1772549540.696665,3023,0.324571430683136
1772549541.1072817,3033,0.31051862239837646
1772549541.64102,3046,0.6194623708724976
1772549541.8059816,3050,0.36483868956565857
1772549542.2169528,3060,0.3417811989784241
1772549542.7511861,3073,0.39773261547088623
1772549543.4080765,3089,0.25621727108955383
1772549544.969339,3127,0.3187318742275238
1772549545.5474699,3141,0.3500935435295105
1772549545.6715665,3144,0.3401430547237396
1772549546.1412768,3157,0.3513519763946533
1772549546.9683821,3180,0.38727232813835144
1772549547.0043626,3181,0.3091077506542206
1772549547.470366,3194,0.4330378472805023
1772549547.7417984,3201,0.40283218026161194
1772549547.9077997,3205,0.4742282032966614
1772549548.3642793,3216,0.5673315525054932
1772549548.6139755,3222,0.3622031807899475
1772549548.8210876,3227,0.342111200094223
1772549549.3187106,3239,0.25046679377555847
1772549549.4429584,3242,0.26293089985847473
1772549549.5260372,3244,0.3075198829174042
1772549550.1926203,3260,0.36149606108665466
1772549552.3402183,3312,0.40213069319725037
1772549552.7132208,3321,0.358382910490036
1772549552.7957816,3323,0.385915070772171
1772549552.8370655,3324,0.3659597337245941
1772549553.0022473,3328,0.355015367269516
1772549553.9077215,3350,0.3531678318977356
1772549554.030966,3353,0.3418543338775635
1772549554.9765706,3376,0.3230944573879242
1772549557.2028394,3430,0.36424022912979126
1772549557.4495337,3436,0.28591835498809814
1772549557.490699,3437,0.4614309072494507
1772549557.5728114,3439,0.33391085267066956
1772549557.9837492,3449,0.34915050864219666
1772549558.3944666,3459,0.2854977548122406
1772549558.9699192,3473,0.34921765327453613
1772549559.4632874,3485,0.40672165155410767
1772549560.367389,3507,0.41955679655075073
1772549560.5725372,3512,0.38364195823669434
1772549560.8191833,3518,0.3146204948425293
1772549561.0245807,3523,0.35032543540000916
1772549561.6820397,3539,0.4640950858592987
1772549561.972593,3546,0.3341771066188812
1772549562.301502,3554,0.26036494970321655
1772549562.5893962,3561,0.3981803059577942
1772549563.4119244,3581,0.30774739384651184
1772549563.5354273,3584,0.4340062439441681
1772549563.8230119,3591,0.39695224165916443
1772549564.3199854,3603,0.2988538444042206
1772549564.4432378,3606,0.28131160140037537
1772549565.0187871,3620,0.30228790640830994
1772549565.3888602,3629,0.2855168581008911
1772549566.2944148,3651,0.37859952449798584
1772549566.4995923,3656,0.3813472092151642
1772549567.4048555,3678,0.3722071349620819
1772549567.4870138,3680,0.3850720524787903
1772549567.980359,3692,0.3906022906303406
1772549568.3913116,3702,0.413755863904953
1772549568.4323528,3703,0.4212089776992798
1772549568.6790004,3709,0.4576767683029175
1772549569.3774092,3726,0.42638543248176575
1772549572.3801234,3799,0.2949395775794983
1772549572.7088275,3807,0.38352566957473755
1772549572.9555037,3813,0.292214035987854
1772549573.5310738,3827,0.4515678286552429
1772549574.5582974,3852,0.26932811737060547
1772549575.1334724,3866,0.31777262687683105
1772549575.2155,3868,0.3611316680908203
1772549575.708865,3880,0.3904970586299896
1772549575.955601,3886,0.3329310119152069
1772549576.3683665,3896,0.25825658440589905
1772549577.6435711,3927,0.45289871096611023
1772549579.0831056,3962,0.45262259244918823
1772549579.740939,3978,0.5271375775337219
1772549580.5650353,3998,0.28496450185775757
1772549580.8155742,4004,0.3500076234340668
1772549581.3086884,4016,0.4134548604488373
1772549581.8431342,4029,0.4698850214481354
1772549582.2141685,4038,0.3857761323451996
1772549582.4609735,4044,0.38028523325920105
1772549582.5842667,4047,0.27299654483795166
1772549583.3231437,4065,0.4423829913139343
1772549583.4874294,4069,0.370087206363678
1772549584.0215697,4082,0.31207919120788574
1772549584.227064,4087,0.34070414304733276
1772549584.6794293,4098,0.4485146999359131
1772549585.0903628,4108,0.3499228358268738
1772549586.0768366,4132,0.3005139231681824
1772549586.4480834,4141,0.30613046884536743
1772549586.4891403,4142,0.3471953272819519
1772549586.8589976,4151,0.40729472041130066
1772549587.1885853,4159,0.39638182520866394
1772549587.4352427,4165,0.38909921050071716
1772549587.6817064,4171,0.29725363850593567
1772549588.0109746,4179,0.32694676518440247
1772549588.75073,4197,0.37276774644851685
1772549589.1614015,4207,0.26731356978416443
1772549589.2846067,4210,0.5012062191963196
1772549589.5311477,4216,0.30393141508102417
1772549589.6569276,4219,0.2993358373641968
1772549590.0684748,4229,0.31146588921546936
1772549590.8907452,4249,0.3859291076660156
1772549590.9318218,4250,0.3552114963531494
1772549591.0551443,4253,0.38307952880859375
1772549591.3837347,4261,0.47614020109176636
1772549591.589314,4266,0.3984627425670624
1772549591.9181538,4274,0.41803601384162903
1772549592.0007172,4276,0.3732975721359253
1772549592.782527,4295,0.3961433470249176
1772549593.5220585,4313,0.3537992537021637
1772549593.68652,4317,0.31889668107032776
1772549595.7827644,4368,0.38189810514450073
1772549596.0295153,4374,0.4283978343009949
1772549596.3177497,4381,0.3265058100223541
1772549597.0175812,4398,0.275654137134552
1772549597.1045718,4400,0.432699054479599
1772549597.351433,4406,0.2625013291835785
1772549597.4335716,4408,0.33176377415657043
1772549597.6388242,4413,0.3164118528366089
1772549598.008359,4422,0.36305931210517883
1772549598.7068145,4439,0.3114100396633148
1772549599.2016678,4451,0.4418814182281494
1772549600.393482,4480,0.3251558542251587
1772549600.6814632,4487,0.4391215443611145
1772549600.8459036,4491,0.3083374500274658
1772549602.4490569,4530,0.47084739804267883
1772549602.613429,4534,0.34965819120407104
1772549603.106886,4546,0.33666640520095825
1772549603.3534367,4552,0.5104705095291138
1772549603.394593,4553,0.41421791911125183
1772549604.0931354,4570,0.3352775275707245
1772549604.257431,4574,0.26923468708992004
1772549604.7914588,4587,0.3378804922103882
1772549605.2845294,4599,0.2963295876979828
1772549606.3119392,4624,0.36058303713798523
1772549606.3530705,4625,0.23316723108291626
1772549606.4663613,4628,0.41899460554122925
1772549608.0792074,4673,0.33539634943008423
1772549608.258226,4678,0.4305856227874756
1772549608.4369586,4683,0.5140534043312073
1772549608.5085247,4685,0.43765151500701904
1772549609.4395564,4711,0.22609858214855194
1772549609.9764879,4726,0.33408746123313904
1772549610.155507,4731,0.32470637559890747
1772549610.3006325,4735,0.41782814264297485
1772549611.160327,4759,0.31529319286346436
1772549612.3420947,4792,0.43933311104774475
1772549612.4496434,4795,0.37296462059020996
1772549613.0266888,4811,0.3900001049041748
1772549613.5277183,4825,0.354874849319458
1772549614.2843137,4846,0.23697660863399506
1772549614.6078799,4855,0.30181875824928284
1772549615.3267987,4875,0.3594181537628174
1772549615.5072951,4880,0.4520587921142578
1772549615.9401388,4892,0.2816392779350281
1772549616.2637074,4901,0.3850359618663788
1772549616.876765,4918,0.2486633062362671
1772549616.9485211,4920,0.34363216161727905
1772549617.127976,4925,0.5343372225761414
1772549617.1997633,4927,0.4044681787490845
1772549617.2714164,4929,0.45799770951271057
1772549617.3071468,4930,0.22701813280582428
1772549618.782148,4971,0.2609255909919739
1772549618.998736,4977,0.42882758378982544
1772549619.1816714,4982,0.2904333770275116
1772549619.8042042,4999,0.3746194541454315
1772549620.7396123,5025,0.23826971650123596
1772549620.9185646,5030,0.37113484740257263
1772549624.862418,5140,0.46259739995002747
1772549625.0770733,5146,0.35058119893074036
1772549625.256323,5151,0.3394714295864105
1772549626.1515985,5176,0.30851858854293823
1772549626.509667,5186,0.315530389547348
1772549627.1239662,5203,0.2886093258857727
1772549628.020134,5228,0.42478856444358826
1772549628.0916271,5230,0.33877694606781006
1772549628.2707834,5235,0.2667953372001648
1772549628.3782465,5238,0.2915091812610626
1772549628.5571754,5243,0.37099674344062805
1772549628.6287735,5245,0.33446913957595825
1772549629.0585444,5257,0.3365190029144287
1772549629.5605063,5271,0.2431405633687973
1772549629.9186525,5281,0.3045882284641266
1772549630.3837698,5294,0.30405721068382263
1772549631.3865674,5322,0.36078089475631714
1772549631.7444625,5332,0.3544234335422516
1772549632.1025217,5342,0.4491294026374817
1772549632.7839904,5361,0.37857627868652344
1772549633.966644,5394,0.33997073769569397
1772549634.4335456,5407,0.44028475880622864
1772549634.935523,5421,0.39508873224258423
1772549635.6876872,5442,0.36760300397872925
1772549635.723502,5443,0.22890697419643402
1772549636.4397068,5463,0.33835533261299133
1772549636.8344796,5474,0.411376029253006
1772549636.906727,5476,0.24171073734760284
1772549637.1215506,5482,0.36433714628219604
1772549637.4801466,5492,0.2915568947792053
1772549637.7305458,5499,0.25135716795921326
1772549638.2321973,5513,0.32872211933135986
1772549638.375448,5517,0.3671889901161194
1772549638.4112256,5518,0.43756377696990967
1772549639.5210462,5549,0.3322577178478241
1772549640.6314387,5580,0.3394719958305359
1772549640.774736,5584,0.42881321907043457
1772549641.4944234,5604,0.3805938959121704
1772549641.7453325,5611,0.23736688494682312
1772549641.8885012,5615,0.3070775866508484
1772549642.6772177,5637,0.2615811228752136
1772549642.82036,5641,0.3759159743785858
1772549643.4290245,5658,0.23929370939731598
1772549643.8590193,5670,0.40052083134651184
1772549643.8948667,5671,0.3063194751739502
1772549644.1099157,5677,0.2909228205680847
1772549644.1456497,5678,0.3138575255870819
1772549644.3608243,5684,0.30023011565208435
1772549644.6824493,5693,0.2849426567554474
1772549645.2565553,5709,0.32802897691726685
1772549645.328458,5711,0.2432456612586975
1772549645.507749,5716,0.39068603515625
1772549646.7975903,5752,0.25907593965530396
1772549646.8692515,5754,0.4214644134044647
1772549647.0603514,5759,0.4080672562122345
1772549647.1428914,5761,0.43809205293655396
1772549647.637616,5773,0.31259360909461975
1772549648.7885747,5801,0.35894882678985596
1772549648.9940176,5806,0.331990510225296
1772549650.1450436,5834,0.3397828936576843
1772549650.473574,5842,0.3228931427001953
1772549650.9256644,5853,0.36915770173072815
1772549651.9939775,5879,0.32206276059150696
1772549652.7352169,5897,0.33340221643447876
1772549653.4743822,5915,0.33182814717292786
1772549653.6801114,5920,0.46023669838905334
1772549653.7624016,5922,0.3490302264690399
1772549654.748896,5946,0.27224454283714294
1772549655.6116123,5967,0.28542205691337585
1772549655.8991632,5974,0.2835909128189087
1772549657.0146544,6001,0.18634259700775146
1772549657.455937,6013,0.20424774289131165
1772549657.6707737,6019,0.354048490524292
1772549657.84988,6024,0.3464290201663971
1772549657.9216673,6026,0.33557480573654175
1772549657.993268,6028,0.31395450234413147
1772549658.423479,6040,0.42475470900535583
1772549658.7457495,6049,0.2545742988586426
1772549659.425807,6068,0.4162158966064453
1772549659.569187,6072,0.28310009837150574
1772549660.1780353,6089,0.24344193935394287
1772549660.6434143,6102,0.4374171793460846
1772549661.788804,6134,0.2909015715122223
1772549662.1110725,6143,0.31294673681259155
1772549663.0782013,6170,0.21283556520938873
1772549663.6157854,6185,0.35519111156463623
1772549663.830885,6191,0.29202431440353394
1772549663.9741437,6195,0.19931457936763763
1772549664.0458257,6197,0.17725421488285065
1772549664.2605631,6203,0.2632039189338684
1772549664.4039686,6207,0.37460315227508545
1772549665.4427593,6236,0.39848217368125916
1772549665.4785542,6237,0.3337823450565338
1772549666.158964,6256,0.5275253653526306
1772549666.8397834,6275,0.4291992485523224
1772549667.5232882,6294,0.3830544650554657
1772549667.9894834,6307,0.36272895336151123
1772549668.097141,6310,0.3385768532752991
1772549668.3479922,6317,0.4093417227268219
1772549668.5630805,6323,0.4522871673107147
1772549668.88567,6332,0.3985690176486969
1772549669.1367238,6339,0.31637802720069885
1772549669.280074,6343,0.32036709785461426
1772549670.0686986,6365,0.28602612018585205
1772549670.8570864,6387,0.3107430934906006
1772549670.9289799,6389,0.3503040373325348
1772549672.2953587,6427,0.29353076219558716
1772549672.475093,6432,0.45661601424217224
1772549673.0484514,6448,0.33310022950172424
1772549673.8002954,6469,0.4195036292076111
1772549673.9435143,6473,0.32481783628463745
1772549673.97925,6474,0.23632460832595825
1772549674.3737535,6485,0.3533937931060791
1772549674.588673,6491,0.3386627435684204
1772549674.946827,6501,0.33055976033210754
1772549674.9826646,6502,0.36313483119010925
1772549675.0543025,6504,0.3896247446537018
1772549675.5200837,6517,0.39924323558807373
1772549675.770542,6524,0.46631085872650146
1772549675.8422031,6526,0.30270636081695557
1772549675.8780503,6527,0.21124444901943207
1772549676.666045,6549,0.27856209874153137
1772549676.8094413,6553,0.37447288632392883
1772549677.41907,6570,0.33181148767471313
1772549677.884736,6583,0.2873423099517822
1772549679.8185613,6637,0.3309161365032196
1772549680.2843328,6650,0.453133761882782
1772549680.894218,6667,0.293372243642807
1772549681.0375533,6671,0.2290007770061493
1772549681.1091216,6673,0.2417050302028656
1772549681.359747,6680,0.32795342803001404
1772549681.6465135,6688,0.3079615533351898
1772549683.2955973,6734,0.36999598145484924
1772549683.4387233,6738,0.35384422540664673
1772549683.7614021,6747,0.24207648634910583
1772549684.4776812,6767,0.34739983081817627
1772549685.735103,6802,0.4362151324748993
1772549685.914232,6807,0.2970214784145355
1772549686.0574229,6811,0.32791954278945923
1772549686.128841,6813,0.3121022880077362
1772549686.594215,6826,0.24837929010391235
1772549686.7732038,6831,0.42072394490242004
1772549686.9518628,6836,0.2902248501777649
1772549687.0951972,6840,0.31671208143234253
1772549687.454264,6850,0.38505837321281433
1772549687.7421286,6858,0.3375428020954132
1772549688.0286472,6866,0.3652677834033966
1772549688.8883612,6890,0.4752649962902069
1772549689.5692713,6909,0.35103902220726013
1772549690.786746,6943,0.3695376217365265
1772549691.216913,6955,0.3422485589981079
1772549691.539886,6964,0.4393361210823059
1772549691.8624182,6973,0.2225036770105362
1772549692.5075076,6991,0.37228238582611084
1772549693.4046736,7016,0.43334662914276123
1772549693.619584,7022,0.382982075214386
1772549693.7628322,7026,0.29715684056282043
1772549693.9776149,7032,0.31545084714889526
1772549694.1922224,7038,0.40389466285705566
1772549694.9443595,7059,0.3447835445404053
1772549695.195401,7066,0.4895312786102295
1772549695.4460325,7073,0.44318705797195435
1772549695.589217,7077,0.32451480627059937
1772549696.842805,7112,0.24664312601089478
1772549697.0217874,7117,0.25243836641311646
1772549697.595767,7133,0.2577069103717804
1772549699.472124,7185,0.34137162566185
1772549700.3066118,7208,0.33851397037506104
1772549701.1036155,7230,0.3666195571422577
1772549701.1768224,7232,0.5131973624229431
1772549701.8680036,7251,0.4949449598789215
1772549702.1191776,7258,0.31685641407966614
1772549702.4420342,7267,0.3248167037963867
1772549702.9792995,7282,0.37490954995155334
1772549703.4092503,7294,0.33980610966682434
1772549703.8745854,7307,0.24962688982486725
1772549704.017985,7311,0.3245031237602234
1772549704.4478073,7323,0.3820757269859314
1772549704.6296916,7328,0.36292093992233276
1772549704.665749,7329,0.3611864149570465
1772549704.8814948,7335,0.3993191123008728
1772549705.096388,7341,0.35548606514930725
1772549705.598354,7355,0.39645156264305115
1772549706.0642858,7368,0.2632218599319458
1772549706.7451408,7387,0.43983322381973267
1772549706.8166752,7389,0.1976437121629715
1772549707.2827141,7402,0.35424739122390747
1772549707.53405,7409,0.3558104336261749
1772549708.2161782,7428,0.3296017050743103
1772549708.7177017,7442,0.22175225615501404
1772549709.326403,7459,0.29870253801345825
1772549709.5832565,7466,0.3316703736782074
1772549710.0285263,7478,0.26255446672439575
1772549710.5354514,7492,0.33382949233055115
1772549710.7886322,7499,0.3159598708152771
1772549710.8972178,7502,0.42109259963035583
1772549711.0055478,7505,0.30515050888061523
1772549711.799643,7527,0.3586547076702118
1772549712.0532897,7534,0.403839647769928
1772549712.1973937,7538,0.32508450746536255
1772549712.6316218,7550,0.3526391088962555
1772549712.6678216,7551,0.37502408027648926
1772549712.9204204,7558,0.3511093556880951
1772549713.3173437,7569,0.39747515320777893
1772549714.2910206,7595,0.2977350056171417
1772549714.6082954,7603,0.25634312629699707
1772549715.079848,7615,0.5059023499488831
1772549715.3559062,7622,0.3252261281013489
1772549715.906191,7636,0.33933037519454956
1772549715.9451978,7637,0.33572930097579956
1772549716.496394,7651,0.227570042014122
1772549716.7318037,7657,0.3495370149612427
1772549717.0447624,7665,0.31033989787101746
1772549717.0848382,7666,0.2719464898109436
1772549717.3592389,7673,0.29635363817214966
1772549717.5554633,7678,0.3231741189956665
1772549717.9889007,7689,0.45440876483917236
1772549718.027185,7690,0.23795218765735626
1772549718.5000458,7702,0.29844048619270325
1772549720.633038,7756,0.367918998003006
1772549720.750642,7759,0.3448842167854309
1772549720.7899587,7760,0.26667866110801697
1772549720.9467907,7764,0.43806302547454834
1772549721.3408995,7774,0.3189694285392761
1772549722.9570282,7815,0.3607061803340912
1772549723.2417643,7822,0.3131333291530609
1772549723.3644805,7825,0.49989914894104004
1772549723.8091855,7836,0.3350469470024109
1772549724.162901,7845,0.2869192659854889
1772549724.360383,7850,0.38809970021247864
1772549724.6756148,7858,0.25196725130081177
1772549725.033107,7867,0.2974383533000946
1772549725.154191,7870,0.34731125831604004
1772549725.9129674,7884,0.39649948477745056
1772549726.109015,7887,0.4128676652908325
1772549726.2411218,7889,0.23539291322231293
1772549727.55602,7909,0.38965919613838196
1772549727.881554,7914,0.31709685921669006
1772549728.9210246,7930,0.23735906183719635
1772549729.1841278,7934,0.36243629455566406
1772549731.1674933,7964,0.2875094413757324
1772549732.0289187,7977,0.3527129292488098
1772549733.7491179,8003,0.26640310883522034
1772549734.0764294,8008,0.3855922818183899
1772549734.9157135,8021,0.34680336713790894
1772549735.3105848,8027,0.44530144333839417
1772549738.2896893,8074,0.2759346067905426
1772549738.6043696,8079,0.3216297924518585
1772549739.3828614,8091,0.2622110843658447
1772549739.511183,8093,0.3280578851699829
1772549739.5768747,8094,0.3839865028858185
1772549739.9719834,8100,0.40835198760032654
1772549741.9792295,8131,0.31953439116477966
1772549744.0791438,8165,0.3834531009197235
1772549744.5747275,8173,0.39679789543151855
1772549745.3818798,8186,0.3014732003211975
1772549746.0625584,8197,0.26919853687286377
1772549746.6843448,8207,0.3519267737865448
1772549747.3038056,8217,0.37515804171562195
1772549747.7976105,8225,0.47259166836738586
1772549748.2327356,8232,0.343424916267395
1772549748.6347158,8238,0.32848939299583435
1772549749.37932,8249,0.30382880568504333
1772549750.9140913,8272,0.38964584469795227
1772549751.1817389,8276,0.34964707493782043
1772549751.318496,8278,0.18127848207950592
1772549752.3266056,8293,0.4144788980484009
1772549752.5376513,8296,0.5401628613471985
1772549752.677251,8298,0.5541212558746338
1772549754.999146,8332,0.34857407212257385
1772549755.7557259,8343,0.3164626955986023
1772549756.9872198,8361,0.2810453772544861
1772549757.394269,8367,0.3900047242641449
1772549757.8803496,8374,0.37997108697891235
1772549758.9711235,8390,0.32298359274864197
1772549759.24842,8394,0.46519362926483154
1772549760.5494788,8413,0.29061365127563477
1772549762.3454041,8439,0.31461888551712036
1772549762.6256497,8443,0.36771488189697266
1772549763.179491,8451,0.3519774377346039
1772549763.6609035,8458,0.4935176968574524
1772549763.727095,8459,0.24605166912078857
1772549763.9981387,8463,0.3581583499908447
1772549766.1793573,8495,0.30848369002342224
1772549766.449703,8499,0.3655463755130768
1772549766.9319913,8506,0.4109681248664856
1772549768.0130777,8522,0.367208868265152
